event_hour,user_count,hour_index,is_anomaly,was_tagged_as_anomaly
2024-03-15 03:00:00,1919,482,0,0
2024-03-15 04:00:00,1875,483,0,0
2024-03-15 05:00:00,1879,484,0,0
2024-03-15 06:00:00,2232,485,0,0
2024-03-15 07:00:00,2786,486,0,0
2024-03-15 08:00:00,3603,487,0,0
2024-03-15 09:00:00,4542,488,0,0
2024-03-15 10:00:00,5142,489,0,0
2024-03-15 11:00:00,5287,490,0,0
2024-03-15 12:00:00,5511,491,0,0
2024-03-15 13:00:00,5048,492,0,0
2024-03-15 14:00:00,4961,493,0,0
2024-03-15 15:00:00,5158,494,0,0
2024-03-15 16:00:00,5256,495,0,0
2024-03-15 17:00:00,5039,496,0,0
2024-03-15 18:00:00,4781,497,0,0
2024-03-15 19:00:00,4596,498,0,0
2024-03-15 20:00:00,4887,499,0,0
2024-03-15 21:00:00,4696,500,0,0
2024-03-15 22:00:00,3820,501,0,0
2024-03-15 23:00:00,2735,502,0,0
2024-03-16 00:00:00,3520,503,0,0
2024-03-16 01:00:00,2523,504,0,0
2024-03-16 02:00:00,2330,505,0,0
2024-03-16 03:00:00,2552,506,0,0
2024-03-16 04:00:00,2585,507,0,0
2024-03-16 05:00:00,2291,508,0,0
2024-03-16 06:00:00,2267,509,0,0
2024-03-16 07:00:00,2929,510,0,0
2024-03-16 08:00:00,5661,511,0,0
2024-03-16 09:00:00,6745,512,0,0
2024-03-16 10:00:00,6816,513,0,0
2024-03-16 11:00:00,7019,514,0,0
2024-03-16 12:00:00,6507,515,0,0
2024-03-16 13:00:00,6041,516,0,0
2024-03-16 14:00:00,6077,517,0,0
2024-03-16 15:00:00,5935,518,0,0
2024-03-16 16:00:00,5901,519,0,0
2024-03-16 17:00:00,5617,520,0,0
2024-03-16 18:00:00,5134,521,0,0
2024-03-16 19:00:00,4652,522,0,0
2024-03-16 20:00:00,4672,523,0,0
2024-03-16 21:00:00,4749,524,0,0
2024-03-16 22:00:00,4124,525,0,0
2024-03-16 23:00:00,2850,526,0,0
2024-03-17 00:00:00,3167,527,0,0
2024-03-17 01:00:00,2505,528,0,0
2024-03-17 02:00:00,2133,529,0,0
2024-03-17 03:00:00,2076,530,0,0
2024-03-17 04:00:00,2494,531,0,0
2024-03-17 05:00:00,2748,532,0,0
2024-03-17 06:00:00,2980,533,0,0
2024-03-17 07:00:00,4181,534,0,0
2024-03-17 08:00:00,7152,535,0,0
2024-03-17 09:00:00,12739,536,1,1
2024-03-17 10:00:00,13220,537,1,1
2024-03-17 11:00:00,14869,538,1,1
2024-03-17 12:00:00,11760,539,0,1
2024-03-17 13:00:00,10001,540,0,1
2024-03-17 14:00:00,9542,541,0,0
2024-03-17 15:00:00,8642,542,0,0
2024-03-17 16:00:00,8262,543,0,0
2024-03-17 17:00:00,8373,544,0,0
2024-03-17 18:00:00,7817,545,0,0
2024-03-17 19:00:00,6866,546,0,0
2024-03-17 20:00:00,6891,547,0,0
2024-03-17 21:00:00,6957,548,0,0
2024-03-17 22:00:00,5676,549,0,0
2024-03-17 23:00:00,3598,550,0,0
2024-03-18 00:00:00,4025,551,0,0
2024-03-18 01:00:00,3193,552,0,0
2024-03-18 02:00:00,2570,553,0,0
2024-03-18 03:00:00,2113,554,0,0
2024-03-18 04:00:00,1846,555,0,0
2024-03-18 05:00:00,2007,556,0,0
2024-03-18 06:00:00,2554,557,0,0
2024-03-18 07:00:00,3802,558,0,0
2024-03-18 08:00:00,4756,559,0,0
2024-03-18 09:00:00,5988,560,0,0
2024-03-18 10:00:00,6346,561,0,0
2024-03-18 11:00:00,6482,562,0,0
2024-03-18 12:00:00,6575,563,0,0
2024-03-18 13:00:00,5975,564,0,0
2024-03-18 14:00:00,6567,565,0,0
2024-03-18 15:00:00,7181,566,0,0
2024-03-18 16:00:00,6575,567,0,0
2024-03-18 17:00:00,5923,568,0,0
2024-03-18 18:00:00,5593,569,0,0
2024-03-18 19:00:00,5645,570,0,0
2024-03-18 20:00:00,5644,571,0,0
2024-03-18 21:00:00,5329,572,0,0
2024-03-18 22:00:00,4566,573,0,0
2024-03-18 23:00:00,2813,574,0,0
2024-03-19 00:00:00,3237,575,0,0
2024-03-19 01:00:00,2293,576,0,0
2024-03-19 02:00:00,2077,577,0,0
2024-03-19 03:00:00,1780,578,0,0
2024-03-19 04:00:00,1772,579,0,0
2024-03-19 05:00:00,2461,580,0,0
2024-03-19 06:00:00,2894,581,0,0
2024-03-19 07:00:00,3849,582,0,0
2024-03-19 08:00:00,6657,583,0,0
2024-03-19 09:00:00,8741,584,0,0
2024-03-19 10:00:00,8254,585,0,0
2024-03-19 11:00:00,7365,586,0,0
2024-03-19 12:00:00,6862,587,0,0
2024-03-19 13:00:00,6580,588,0,0
2024-03-19 14:00:00,6212,589,0,0
2024-03-19 15:00:00,5870,590,0,0
2024-03-19 16:00:00,5854,591,0,0
2024-03-19 17:00:00,5539,592,0,0
2024-03-19 18:00:00,5294,593,0,0
2024-03-19 19:00:00,4602,594,0,0
2024-03-19 20:00:00,4612,595,0,0
2024-03-19 21:00:00,4604,596,0,0
2024-03-19 22:00:00,4107,597,0,0
2024-03-19 23:00:00,2756,598,0,0
2024-03-20 00:00:00,2864,599,0,0
2024-03-20 01:00:00,2290,600,0,0
2024-03-20 02:00:00,1833,601,0,0
2024-03-20 03:00:00,1798,602,0,0
2024-03-20 04:00:00,1903,603,0,0
2024-03-20 05:00:00,2004,604,0,0
2024-03-20 06:00:00,2334,605,0,0
2024-03-20 07:00:00,2754,606,0,0
2024-03-20 08:00:00,3439,607,0,0
2024-03-20 09:00:00,4432,608,0,0
2024-03-20 10:00:00,4443,609,0,0
2024-03-20 11:00:00,4596,610,0,0
2024-03-20 12:00:00,4595,611,0,0
2024-03-20 13:00:00,4694,612,0,0
2024-03-20 14:00:00,4772,613,0,0
2024-03-20 15:00:00,5237,614,0,0
2024-03-20 16:00:00,5369,615,0,0
2024-03-20 17:00:00,5312,616,0,0
2024-03-20 18:00:00,4818,617,0,0
2024-03-20 19:00:00,5119,618,0,0
2024-03-20 20:00:00,4770,619,0,0
2024-03-20 21:00:00,4687,620,0,0
2024-03-20 22:00:00,4210,621,0,0
2024-03-20 23:00:00,2867,622,0,0
2024-03-21 00:00:00,3288,623,0,0
2024-03-21 01:00:00,2377,624,0,0
